Lambda,DC,w,height,S11,generation
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,39
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,39
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,39
1e-07,0.3266609462822511,4.4938800272844885e-07,1.5903744420586352e-07,0.3760585700996084,39
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,39
1e-07,0.3266609462822511,4.583917653121113e-07,1.6066749258951143e-07,0.3760031887633542,39
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,39
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,39
1e-07,0.3266609462822511,5.49338311949978e-07,1.5903744420586352e-07,0.3735466042045855,40
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,40
1e-07,0.3266609462822511,4.0979476603276154e-07,1.5903744420586352e-07,0.37098835157553106,40
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,40
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,40
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,40
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,40
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,40
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,40
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,40
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,40
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,40
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,40
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,40
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,40
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,40
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,40
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,40
1e-07,0.3266609462822511,4.611971049995266e-07,1.5903744420586352e-07,0.3764116050448065,40
1e-07,0.32875052593565063,4.938262243842311e-07,1.5903744420586352e-07,0.3734417293587237,40
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,40
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,40
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,40
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,40
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,40
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,40
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,40
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,40
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,40
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,40
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,41
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,41
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,41
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,41
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,41
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,41
1e-07,0.3266609462822511,4.583917653121113e-07,1.5832057985410452e-07,0.3767635916445309,41
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,41
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,41
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,41
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,41
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,41
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,41
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,41
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,41
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,41
1e-07,0.3266609462822511,6.918896960185673e-07,1.5903744420586352e-07,0.3596328997155956,41
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,41
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,41
1e-07,0.3300074063560879,4.583917653121113e-07,1.5903744420586352e-07,0.3769973986355776,41
1e-07,0.34448403496963753,4.583917653121113e-07,1.5903744420586352e-07,,41
1e-07,0.3214432165839889,4.583917653121113e-07,1.5903744420586352e-07,0.3757806022467182,41
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,41
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,41
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,41
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,41
1.0012100896483366e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765091709861772,41
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,41
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,41
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,41
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,42
1e-07,0.3266609462822511,4.781666421308982e-07,1.5903744420586352e-07,0.3748076691259723,42
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,42
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,42
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,42
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,42
1e-07,0.4064108649575866,4.583917653121113e-07,1.5903744420586352e-07,,42
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,42
1e-07,0.3300074063560879,4.583917653121113e-07,1.6352869982517185e-07,0.37306226600208914,42
1e-07,0.3471803494878242,4.583917653121113e-07,1.5903744420586352e-07,,42
1e-07,0.3266609462822511,4.583917653121113e-07,1.5832057985410452e-07,0.3767635916445309,42
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,42
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,42
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,42
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,42
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,42
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,42
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,42
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,42
1e-07,0.45581463753024887,4.583917653121113e-07,1.5903744420586352e-07,,42
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,42
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,42
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,42
1e-07,0.3300074063560879,4.583917653121113e-07,1.5903744420586352e-07,0.3769973986355776,42
1e-07,0.3266609462822511,4.583917653121113e-07,1.5832057985410452e-07,0.3767635916445309,42
1e-07,0.3300074063560879,4.583917653121113e-07,1.5903744420586352e-07,0.3769973986355776,42
1.1406328316022696e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.37535235793681637,42
1e-07,0.3300074063560879,4.583917653121113e-07,1.5903744420586352e-07,0.3769973986355776,42
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,42
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,42
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,43
1e-07,0.3300074063560879,4.463820474583798e-07,1.5832057985410452e-07,0.3765968532820898,43
1e-07,0.3300074063560879,4.583917653121113e-07,1.5903744420586352e-07,0.3769973986355776,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,43
1e-07,0.32875052593565063,4.724583810584431e-07,1.5903744420586352e-07,0.37604759488575185,43
4.1546571328423097e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,43
1.081107123302575e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.37590677559800256,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,43
1e-07,0.3300074063560879,4.583917653121113e-07,1.5903744420586352e-07,0.3769973986355776,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,43
1e-07,0.32875052593565063,4.960340134365286e-07,1.5832057985410452e-07,0.3734425187211838,43
4.89570044375222e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,43
1e-07,0.3300074063560879,4.583917653121113e-07,1.5903744420586352e-07,0.3769973986355776,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,43
1e-07,0.3300074063560879,4.583917653121113e-07,1.5903744420586352e-07,0.3769973986355776,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,43
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,43
1e-07,0.32875052593565063,4.583917653121113e-07,2.5240391687512556e-07,0.31787109403436536,44
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,44
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,44
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,44
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,44
1e-07,0.3300074063560879,4.583917653121113e-07,1.5903744420586352e-07,0.3769973986355776,44
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,44
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,44
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,44
1e-07,0.3300074063560879,4.583917653121113e-07,1.5903744420586352e-07,0.3769973986355776,44
1e-07,0.32875052593565063,6.761453659084289e-07,1.5832057985410452e-07,0.36009417306734676,44
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,44
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,44
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,44
1e-07,0.3300074063560879,4.583917653121113e-07,1.5903744420586352e-07,0.3769973986355776,44
4.682220050265758e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,,44
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,44
5.307736655235855e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,,44
1e-07,0.32875052593565063,4.583917653121113e-07,2.6673214092834196e-07,0.3078755576427132,44
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,44
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,44
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,44
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,44
1e-07,0.32875052593565063,4.583917653121113e-07,2.1976492265371188e-07,0.33573364976715026,44
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,44
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,44
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,44
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,44
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,44
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,44
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,45
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,45
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,45
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,45
1e-07,0.35851964368269773,4.583917653121113e-07,1.5832057985410452e-07,,45
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,45
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,45
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,45
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,45
1.3001096796719315e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,,45
1.0803907332179832e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.37633192011263655,45
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,45
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,45
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,45
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,45
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,45
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,45
4.0155618468889193e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,,45
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,45
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,45
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,45
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,45
1e-07,0.32875052593565063,4.583917653121113e-07,1.5903744420586352e-07,0.3768125463343858,45
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,45
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,45
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,45
1.1348670779042241e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37561861705386423,45
1e-07,0.3300074063560879,4.583917653121113e-07,1.6340508226240954e-07,0.37310388104624825,45
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,45
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,45
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.084319864468398e-07,1.5832057985410452e-07,0.3714661955756146,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.775080986547089e-07,1.5832057985410452e-07,0.375555052836606,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.32875052593565063,4.583917653121113e-07,2.060207179950926e-07,0.34296132912329774,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.32875052593565063,4.583917653121113e-07,1.5832057985410452e-07,0.37704939618881383,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,46
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
4.1387080689975217e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.6228933763322805e-07,0.3759951835642822,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.6338468617228492e-07,0.3731112022904777,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3762511708926558,4.583917653121113e-07,1.5832057985410452e-07,,47
1e-07,0.32828818261541315,4.583917653121113e-07,1.5832057985410452e-07,0.37699215749982873,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.6175940356271442e-07,0.3761502614108606,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.3300074063560879,4.583917653121113e-07,1.5832057985410452e-07,0.377232900454121,47
1e-07,0.326946682197882,4.583917653121113e-07,1.5832057985410452e-07,0.3767978244843405,47
