Lambda,DC,w,height,S11,generation
1e-07,0.27355655169606075,4.1866333944226344e-07,1.5520003800021583e-07,0.3520351719445579,10
1e-07,0.27355655169606075,4.2765433198500443e-07,1.616104745211109e-07,0.3653251858686779,10
1e-07,0.27355655169606075,4.1866333944226344e-07,1.616104745211109e-07,0.36416237198837564,10
1e-07,0.17412876634774854,4.1866333944226344e-07,1.616104745211109e-07,0.34574596194592866,10
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,10
1e-07,0.27355655169606075,4.1866333944226344e-07,1.616104745211109e-07,0.36416237198837564,10
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,10
1e-07,0.27355655169606075,4.2765433198500443e-07,1.616104745211109e-07,0.3653251858686779,10
1e-07,0.27355655169606075,4.1866333944226344e-07,1.616104745211109e-07,0.36416237198837564,10
1e-07,0.27355655169606075,4.1866333944226344e-07,1.616104745211109e-07,0.36416237198837564,10
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,10
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,10
1e-07,0.27355655169606075,4.2765433198500443e-07,1.616104745211109e-07,0.3653251858686779,10
1e-07,0.27355655169606075,4.1919965425994553e-07,1.616104745211109e-07,0.3642407035613905,10
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,10
1e-07,0.27355655169606075,4.1919965425994553e-07,1.616104745211109e-07,0.3642407035613905,10
1e-07,0.27355655169606075,4.914281014785e-07,1.5504996476478237e-07,0.35615416380022735,11
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,11
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,11
1e-07,0.27355655169606075,4.893266180717113e-07,1.616104745211109e-07,0.36599648410642877,11
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,11
1e-07,0.27355655169606075,4.2765433198500443e-07,1.616104745211109e-07,0.3653251858686779,11
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,11
1e-07,0.27355655169606075,4.349427086159879e-07,2.0851503313932792e-07,0.3206442022536807,11
3.4972416128890954e-07,0.27355655169606075,4.349427086159879e-07,1.616104745211109e-07,,11
1e-07,0.27355655169606075,5.040052323503948e-07,1.616104745211109e-07,0.3643632657904626,11
1e-07,0.27355655169606075,4.914281014785e-07,2.0668962010029307e-07,0.3267825788839027,11
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,11
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,11
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,11
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,11
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,11
1e-07,0.27355655169606075,4.349427086159879e-07,1.616104745211109e-07,0.3661598256894611,11
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,11
1e-07,0.27355655169606075,4.349427086159879e-07,1.616104745211109e-07,0.3661598256894611,11
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,11
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,11
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,11
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,11
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,11
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,11
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,11
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,11
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,11
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,11
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,11
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,12
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,12
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,12
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,12
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,12
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,12
1e-07,0.27355655169606075,4.2765433198500443e-07,1.616104745211109e-07,0.3653251858686779,12
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,12
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,12
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,12
1.2075304494989816e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.363569827191845,12
1e-07,0.4403763257580836,4.2765433198500443e-07,1.616104745211109e-07,,12
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,12
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,12
1e-07,0.27355655169606075,4.893266180717113e-07,1.616104745211109e-07,0.36599648410642877,12
1e-07,0.27355655169606075,4.349427086159879e-07,1.616104745211109e-07,0.3661598256894611,12
1e-07,0.28166264713651096,4.2765433198500443e-07,1.682770048821656e-07,0.35411384826913583,12
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,12
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,12
1e-07,0.27355655169606075,4.349427086159879e-07,1.616104745211109e-07,0.3661598256894611,12
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,12
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,12
3.777346457658548e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,,12
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,12
1e-07,0.27355655169606075,4.349427086159879e-07,1.616104745211109e-07,0.3661598256894611,12
1e-07,0.28166264713651096,4.2765433198500443e-07,2.613383946362649e-07,0.2934974309161091,12
1e-07,0.27355655169606075,4.349427086159879e-07,1.616104745211109e-07,0.3661598256894611,12
1e-07,0.27355655169606075,4.914281014785e-07,1.616104745211109e-07,0.3658307977488732,12
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,12
1e-07,0.27355655169606075,4.349427086159879e-07,1.8215856141341958e-07,0.32873095706967476,12
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,13
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,13
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,13
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,13
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,13
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,13
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,13
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,13
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,13
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,13
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,13
1e-07,0.28166264713651096,4.386542102749092e-07,1.616104745211109e-07,0.3678044947313925,13
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,13
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,13
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,13
1.2381382301102413e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36321797562627495,13
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,13
1e-07,0.28166264713651096,4.2765433198500443e-07,1.6583675691763414e-07,0.36244411125815157,13
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,13
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,13
1e-07,0.27355655169606075,4.2765433198500443e-07,1.616104745211109e-07,0.3653251858686779,13
4.0866079101028056e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,,13
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,13
1e-07,0.28166264713651096,4.058183496521403e-07,1.616104745211109e-07,0.36212995143840193,13
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,13
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,13
3.360735114808692e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,,13
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,13
1.739696931025043e-07,0.27355655169606075,4.349427086159879e-07,1.616104745211109e-07,,13
1e-07,0.28166264713651096,6.500714749749771e-07,1.616104745211109e-07,0.3548126238640632,13
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,14
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,14
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,14
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,14
1e-07,0.28166264713651096,4.386542102749092e-07,1.616104745211109e-07,0.3678044947313925,14
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,14
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,14
1e-07,0.28166264713651096,3.419546708371568e-07,1.616104745211109e-07,0.3315957098753371,14
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,14
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,14
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,14
1e-07,0.3061639340142652,4.2765433198500443e-07,1.5538483073214498e-07,0.35769759813859114,14
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,14
1e-07,0.3061639340142652,4.2765433198500443e-07,1.5635257342488166e-07,0.35754954412865686,14
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,14
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,14
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,14
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,14
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,14
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,14
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,14
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,14
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,14
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,14
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,14
1e-07,0.28166264713651096,4.2765433198500443e-07,1.616104745211109e-07,0.36657956073763326,14
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,14
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,14
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,14
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,14
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.8029023093731267,4.386542102749092e-07,1.616104745211109e-07,,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.2735906728472112,4.2765433198500443e-07,1.616104745211109e-07,0.3653251858686779,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,3.616743149048924e-07,1.616104745211109e-07,0.34870758586899203,15
1e-07,0.33851675406451653,4.2765433198500443e-07,1.616104745211109e-07,,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,15
1e-07,0.3061639340142652,4.2765433198500443e-07,2.9679864935089857e-07,0.2689456731361747,15
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.6359342671245806e-07,0.3671642445322553,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,2.8010782095329605e-07,0.2850222292447362,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.653765098325698e-07,0.36649080877896695,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1.0905351287839921e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3690032707296911,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,16
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1e-07,0.3061639340142652,4.2765433198500443e-07,2.4990903558952703e-07,0.3368914056269601,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.6381029365338918e-07,0.3670806475410293,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1.0451608317010293e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.36962735955743004,17
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.5891267236465233e-07,0.3712768574972455,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1e-07,0.2894857906789886,4.2765433198500443e-07,1.616104745211109e-07,0.36777181479572507,17
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1.187048149777662e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.36784929532736704,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,17
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,17
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,18
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,18
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,18
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,18
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,18
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,18
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,18
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,18
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,18
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,18
1e-07,0.28667303181645126,4.4088045162393374e-07,1.616104745211109e-07,0.36875829794377635,18
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,18
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,18
1e-07,0.3061639340142652,4.4088045162393374e-07,1.6725315542953187e-07,0.36061555751470925,18
1e-07,0.3061639340142652,4.2765433198500443e-07,1.5891267236465233e-07,0.3712768574972455,18
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,18
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,18
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,18
5.164868350235349e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,,18
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,18
1e-07,0.3061639340142652,4.2765433198500443e-07,1.5891267236465233e-07,0.3712768574972455,18
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,18
1e-07,0.3061639340142652,5.324746276341224e-07,1.616104745211109e-07,0.3641279242420297,18
1e-07,0.3061639340142652,4.2765433198500443e-07,1.5891267236465233e-07,0.3712768574972455,18
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,18
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,18
1e-07,0.3061639340142652,4.2765433198500443e-07,1.616104745211109e-07,0.3702980734632157,18
1e-07,0.28210502319819253,4.2765433198500443e-07,1.616104745211109e-07,0.3666418994844474,18
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,18
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,18
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,5.703853922314761e-07,1.616104745211109e-07,0.36103357544716674,19
1e-07,0.7823493961473388,4.4088045162393374e-07,1.616104745211109e-07,,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,2.1228768000036386e-07,0.33135912874716017,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.3455914920360817e-07,1.616104745211109e-07,0.370876440909522,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,19
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,20
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,20
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,20
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,20
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,20
1e-07,0.3061639340142652,4.4088045162393374e-07,1.5610284325937149e-07,0.3593457166170728,20
